# file=results_ninapro_extended_LDA_random_20251227_131006.csv
# features=extended | window_size=50 | overlap=0.9 | train_ratio=0.8 | name=highov_extended | timestamp=2025-12-27T13:10:06.923943
# added=2025-12-27T17:55:55.061229


split,model,accuracy,f1,model_path
random,LDA,0.3267958073978679,0.3209309913768355,./results_ninapro_experiments/models/ninapro_extended_random_LDA_20251227_131006.joblib
