# file=results_ninapro_full_LDA_random_20251227_124205.csv
# features=full | window_size=40 | overlap=0.5 | train_ratio=0.7 | name=trainratio_0.7 | timestamp=2025-12-27T12:42:05.101059
# added=2025-12-27T17:55:55.037644


split,model,accuracy,f1,model_path
random,LDA,0.30601919162547253,0.3005417764882283,./results_ninapro_experiments/models/ninapro_full_random_LDA_20251227_124205.joblib
