# file=results_ninapro_full_LDA_random_20251227_124212.csv
# features=full | window_size=40 | overlap=0.5 | train_ratio=0.7 | pca=0.95 | name=pca_0.95 | timestamp=2025-12-27T12:42:12.275386
# added=2025-12-27T17:55:55.039596


split,model,accuracy,f1,model_path
random,LDA,0.25847630125036347,0.25194909572409546,./results_ninapro_experiments/models/ninapro_full_random_LDA_20251227_124212.joblib
